order_id,date,day_name,hour,daypart,service_mode,payment_type,items,order_revenue,discount,order_size
120294,2025-07-25,Friday,18,Dinner,Takeout,Card,1,10.48,0.0,1 Item
120295,2025-07-22,Tuesday,6,Breakfast,Dine-In,Unknown,1,1.87,0.0,1 Item
120296,2025-08-09,Saturday,14,Lunch,Takeout,Card,1,9.79,0.0,1 Item
120297,2025-08-05,Tuesday,15,Afternoon,Delivery,MobilePay,1,3.56,0.0,1 Item
120298,2025-05-06,Tuesday,0,Late Night,Dine-In,Card,1,6.87,0.0,1 Item
120299,2025-07-14,Monday,10,Morning,Delivery,Card,2,8.38,0.0,2 Items
120300,2025-06-07,Saturday,17,Afternoon,Takeout,MobilePay,1,1.9,0.0,1 Item
120301,2025-06-28,Saturday,13,Lunch,Delivery,Card,1,5.67,0.0,1 Item
120302,2025-08-06,Wednesday,15,Afternoon,Drive-Thru,MobilePay,1,1.96,0.0,1 Item
120303,2025-07-02,Wednesday,20,Dinner,Dine-In,Cash,1,5.78,0.0,1 Item
120304,2025-04-21,Monday,16,Afternoon,Takeout,Card,1,3.04,0.0,1 Item
120305,2025-08-06,Wednesday,14,Lunch,Dine-In,Card,1,9.11,0.0,1 Item
120306,2025-04-21,Monday,11,Lunch,Drive-Thru,Cash,1,8.68,1.44,1 Item
120307,2025-05-03,Saturday,14,Lunch,Dine-In,Card,1,6.01,0.0,1 Item
120308,2025-07-01,Tuesday,9,Breakfast,Delivery,Card,1,3.8,0.88,1 Item
120309,2025-06-28,Saturday,12,Lunch,Delivery,Card,1,1.73,0.4,1 Item
120310,2025-04-17,Thursday,9,Breakfast,Takeout,Card,2,3.31,0.0,2 Items
120311,2025-07-24,Thursday,17,Afternoon,Drive-Thru,Cash,1,3.2,0.0,1 Item
120312,2025-05-26,Monday,21,Dinner,Delivery,Card,1,10.57,0.0,1 Item
120313,2025-08-01,Friday,22,Late Night,Drive-Thru,Cash,1,6.03,0.0,1 Item
120314,2025-05-14,Wednesday,11,Morning,Drive-Thru,Cash,3,6.04,0.0,3 Items
120315,2025-05-31,Saturday,11,Lunch,Takeout,GiftCard,1,6.24,0.0,1 Item
120316,2025-07-16,Wednesday,14,Lunch,Takeout,Card,1,5.99,0.3,1 Item
120317,2025-04-17,Thursday,21,Dinner,Takeout,Card,1,10.42,0.0,1 Item
120318,2025-08-05,Tuesday,15,Afternoon,Delivery,Card,2,3.81,0.0,2 Items
120319,2025-06-01,Sunday,17,Afternoon,Dine-In,Card,2,4.6,0.0,2 Items
120320,2025-05-08,Thursday,20,Dinner,Takeout,Card,1,4.86,0.0,1 Item
120321,2025-04-22,Tuesday,13,Lunch,Dine-In,Card,1,9.99,0.0,1 Item
120322,2025-05-25,Sunday,23,Late Night,Drive-Thru,Card,1,5.76,0.0,1 Item
120323,2025-05-06,Tuesday,12,Lunch,Drive-Thru,Card,1,7.2,0.0,1 Item
120324,2025-04-23,Wednesday,16,Afternoon,Delivery,Card,2,5.04,0.0,2 Items
120325,2025-08-08,Friday,11,Lunch,Dine-In,Card,1,5.61,0.0,1 Item
120326,2025-05-20,Tuesday,22,Late Night,Dine-In,Cash,1,6.48,0.0,1 Item
120327,2025-05-13,Tuesday,20,Dinner,Drive-Thru,Card,3,15.32,0.0,3 Items
120328,2025-06-01,Sunday,8,Breakfast,Unknown,Unknown,1,2.16,0.0,1 Item
120329,2025-07-06,Sunday,15,Afternoon,Drive-Thru,Unknown,1,2.23,0.0,1 Item
120330,2025-06-25,Wednesday,13,Lunch,Takeout,Cash,1,1.85,0.0,1 Item
120331,2025-07-02,Wednesday,17,Afternoon,Dine-In,Cash,2,4.23,0.0,2 Items
120332,2025-04-25,Friday,14,Lunch,Dine-In,Card,1,10.22,0.0,1 Item
120333,2025-07-22,Tuesday,8,Breakfast,Takeout,MobilePay,1,3.3,0.0,1 Item
120334,2025-05-25,Sunday,9,Breakfast,Drive-Thru,Card,1,3.06,0.0,1 Item
120335,2025-07-05,Saturday,6,Breakfast,Dine-In,Unknown,1,3.47,0.0,1 Item
120336,2025-05-26,Monday,20,Dinner,Drive-Thru,Cash,1,9.63,0.0,1 Item
120337,2025-05-21,Wednesday,0,Late Night,Dine-In,Card,1,4.8,0.0,1 Item
120338,2025-05-14,Wednesday,21,Dinner,Dine-In,MobilePay,1,5.05,0.0,1 Item
120339,2025-07-31,Thursday,12,Lunch,Takeout,Card,1,5.56,0.0,1 Item
120340,2025-08-03,Sunday,16,Afternoon,Drive-Thru,Card,2,6.26,0.0,2 Items
120341,2025-07-19,Saturday,13,Lunch,Dine-In,Card,2,22.14,0.0,2 Items
120342,2025-06-11,Wednesday,13,Lunch,Takeout,MobilePay,2,13.87,0.0,2 Items
120343,2025-06-03,Tuesday,8,Breakfast,Drive-Thru,Cash,1,3.1,0.72,1 Item
120344,2025-06-12,Thursday,9,Breakfast,Dine-In,Unknown,1,2.29,0.0,1 Item
120345,2025-06-16,Monday,7,Breakfast,Delivery,MobilePay,2,4.11,0.0,2 Items
120346,2025-06-24,Tuesday,16,Afternoon,Takeout,Card,3,11.21,0.0,3 Items
120347,2025-04-17,Thursday,13,Lunch,Takeout,Card,1,5.64,0.0,1 Item
120348,2025-04-18,Friday,11,Morning,Takeout,Card,1,3.81,0.0,1 Item
120349,2025-06-10,Tuesday,20,Dinner,Drive-Thru,Card,1,5.81,0.0,1 Item
120350,2025-06-03,Tuesday,17,Afternoon,Takeout,Card,1,3.13,0.0,1 Item
120351,2025-07-04,Friday,19,Dinner,Delivery,MobilePay,1,11.48,0.0,1 Item
120352,2025-06-13,Friday,9,Breakfast,Takeout,MobilePay,2,6.96,0.0,2 Items
120353,2025-04-11,Friday,19,Dinner,Drive-Thru,MobilePay,1,5.29,0.26,1 Item
120354,2025-05-27,Tuesday,17,Afternoon,Drive-Thru,Card,1,3.98,0.0,1 Item
120355,2025-06-24,Tuesday,21,Dinner,Drive-Thru,Card,1,8.75,0.0,1 Item
120356,2025-05-08,Thursday,8,Breakfast,Takeout,MobilePay,1,4.1,0.0,1 Item
120357,2025-07-06,Sunday,16,Afternoon,Takeout,Cash,2,3.51,0.0,2 Items
120358,2025-04-30,Wednesday,10,Morning,Takeout,Cash,1,2.09,0.0,1 Item
120359,2025-06-24,Tuesday,17,Afternoon,Takeout,Card,1,3.93,0.0,1 Item
120360,2025-08-03,Sunday,13,Lunch,Delivery,GiftCard,1,4.48,0.47,1 Item
120361,2025-05-12,Monday,11,Morning,Takeout,MobilePay,1,2.35,0.0,1 Item
120362,2025-06-03,Tuesday,17,Afternoon,Delivery,MobilePay,2,8.09,0.0,2 Items
120363,2025-06-27,Friday,19,Dinner,Dine-In,MobilePay,1,5.94,0.0,1 Item
120364,2025-08-04,Monday,19,Dinner,Drive-Thru,Card,1,4.77,0.24,1 Item
120365,2025-07-22,Tuesday,10,Breakfast,Takeout,Card,1,3.79,0.18,1 Item
120366,2025-04-14,Monday,21,Dinner,Delivery,Card,1,2.06,0.0,1 Item
120367,2025-05-04,Sunday,7,Breakfast,Drive-Thru,Card,1,3.27,0.0,1 Item
120368,2025-08-01,Friday,11,Morning,Dine-In,GiftCard,1,1.65,0.0,1 Item
120369,2025-07-15,Tuesday,7,Breakfast,Drive-Thru,Card,1,1.98,0.0,1 Item
120370,2025-06-05,Thursday,0,Late Night,Delivery,Card,3,8.04,0.4,3 Items
120371,2025-07-28,Monday,15,Afternoon,Takeout,Card,1,1.95,0.0,1 Item
120372,2025-07-25,Friday,21,Dinner,Drive-Thru,Card,1,5.32,0.0,1 Item
120373,2025-05-14,Wednesday,17,Afternoon,Takeout,MobilePay,1,2.29,0.0,1 Item
120374,2025-05-07,Wednesday,11,Lunch,Delivery,Card,1,9.23,0.96,1 Item
120375,2025-08-07,Thursday,13,Lunch,Delivery,Card,1,8.6,0.0,1 Item
120376,2025-07-14,Monday,16,Afternoon,Drive-Thru,Cash,3,16.87,0.0,3 Items
120377,2025-05-22,Thursday,18,Dinner,Delivery,Card,1,6.51,0.0,1 Item
120378,2025-07-08,Tuesday,14,Lunch,Takeout,MobilePay,1,10.99,0.0,1 Item
120379,2025-08-02,Saturday,19,Dinner,Dine-In,Card,1,9.47,0.0,1 Item
120380,2025-07-10,Thursday,10,Morning,Dine-In,MobilePay,1,3.57,0.0,1 Item
120381,2025-08-04,Monday,17,Afternoon,Dine-In,MobilePay,2,7.79,0.0,2 Items
120382,2025-05-28,Wednesday,10,Morning,Drive-Thru,MobilePay,2,6.84,0.0,2 Items
120383,2025-07-13,Sunday,19,Dinner,Dine-In,Card,1,8.76,0.0,1 Item
120384,2025-05-10,Saturday,13,Lunch,Dine-In,GiftCard,1,9.23,0.0,1 Item
120385,2025-07-10,Thursday,14,Lunch,Drive-Thru,Card,1,1.88,0.0,1 Item
120386,2025-07-05,Saturday,18,Dinner,Drive-Thru,Card,1,9.22,0.0,1 Item
120387,2025-06-12,Thursday,18,Dinner,Delivery,Card,1,10.14,0.0,1 Item
120388,2025-05-14,Wednesday,21,Dinner,Takeout,MobilePay,1,6.6,0.0,1 Item
120389,2025-08-07,Thursday,10,Morning,Drive-Thru,Card,1,3.33,0.0,1 Item
120390,2025-04-14,Monday,14,Lunch,Takeout,Card,1,6.48,0.0,1 Item
120391,2025-06-18,Wednesday,12,Lunch,Drive-Thru,Card,1,9.31,0.0,1 Item
120392,2025-05-07,Wednesday,20,Dinner,Delivery,Card,4,11.74,0.0,4+ Items
120393,2025-05-30,Friday,22,Late Night,Takeout,Cash,1,4.99,0.0,1 Item
120394,2025-04-13,Sunday,21,Dinner,Drive-Thru,Cash,1,11.43,0.0,1 Item
120395,2025-07-21,Monday,5,Breakfast,Dine-In,Card,1,2.3,0.0,1 Item
120396,2025-07-04,Friday,10,Morning,Delivery,MobilePay,1,1.75,0.0,1 Item
120397,2025-08-06,Wednesday,20,Dinner,Dine-In,Card,1,3.07,0.0,1 Item
120398,2025-06-29,Sunday,23,Late Night,Dine-In,Cash,1,5.8,0.0,1 Item
120399,2025-07-20,Sunday,21,Dinner,Dine-In,MobilePay,1,10.65,0.0,1 Item
120400,2025-04-18,Friday,14,Lunch,Takeout,Card,1,9.97,0.0,1 Item
120401,2025-06-03,Tuesday,18,Dinner,Takeout,MobilePay,1,8.78,0.0,1 Item
120402,2025-06-18,Wednesday,11,Lunch,Drive-Thru,Cash,1,6.58,0.0,1 Item
120403,2025-05-09,Friday,14,Lunch,Takeout,Unknown,1,5.12,0.0,1 Item
120404,2025-04-20,Sunday,17,Afternoon,Delivery,Card,1,2.97,0.0,1 Item
120405,2025-07-14,Monday,21,Dinner,Delivery,Card,1,11.02,0.0,1 Item
120406,2025-04-21,Monday,14,Lunch,Dine-In,Cash,1,2.54,0.0,1 Item
120407,2025-06-19,Thursday,8,Breakfast,Drive-Thru,MobilePay,1,1.55,0.0,1 Item
120408,2025-04-11,Friday,13,Lunch,Takeout,Card,1,10.1,0.0,1 Item
120409,2025-04-25,Friday,0,Late Night,Drive-Thru,Cash,2,7.04,0.0,2 Items
120410,2025-07-14,Monday,11,Lunch,Drive-Thru,Card,2,12.4,0.6,2 Items
120411,2025-05-03,Saturday,18,Dinner,Delivery,MobilePay,2,6.37,0.0,2 Items
120412,2025-07-27,Sunday,18,Dinner,Dine-In,Card,1,6.35,0.0,1 Item
120413,2025-06-17,Tuesday,11,Lunch,Drive-Thru,Card,1,9.86,0.0,1 Item
120414,2025-06-18,Wednesday,21,Dinner,Drive-Thru,Card,1,10.36,0.0,1 Item
120415,2025-08-05,Tuesday,12,Lunch,Dine-In,Cash,1,9.68,0.0,1 Item
120416,2025-07-05,Saturday,9,Breakfast,Dine-In,Card,1,6.09,0.0,1 Item
120417,2025-06-01,Sunday,13,Lunch,Takeout,Card,1,6.11,0.0,1 Item
120418,2025-07-07,Monday,20,Dinner,Drive-Thru,MobilePay,1,9.74,0.0,1 Item
120419,2025-07-11,Friday,20,Dinner,Delivery,MobilePay,1,9.61,0.0,1 Item
120420,2025-07-30,Wednesday,18,Dinner,Drive-Thru,Card,1,10.42,0.0,1 Item
120421,2025-06-17,Tuesday,19,Dinner,Dine-In,Cash,2,13.88,0.0,2 Items
120422,2025-06-18,Wednesday,15,Afternoon,Takeout,Card,4,21.41,0.0,4+ Items
120423,2025-07-13,Sunday,19,Dinner,Takeout,Card,1,6.35,0.0,1 Item
120424,2025-06-12,Thursday,14,Lunch,Dine-In,Cash,1,5.11,0.0,1 Item
120425,2025-05-11,Sunday,18,Dinner,Drive-Thru,Cash,1,10.59,0.0,1 Item
120426,2025-04-12,Saturday,9,Breakfast,Takeout,Card,1,4.0,0.0,1 Item
120427,2025-06-03,Tuesday,7,Breakfast,Dine-In,GiftCard,1,4.18,0.0,1 Item
120428,2025-07-02,Wednesday,21,Dinner,Dine-In,MobilePay,1,7.02,0.0,1 Item
120429,2025-08-01,Friday,14,Lunch,Delivery,MobilePay,1,4.27,0.0,1 Item
120430,2025-07-22,Tuesday,11,Morning,Drive-Thru,Card,1,1.76,0.0,1 Item
120431,2025-06-22,Sunday,20,Dinner,Dine-In,MobilePay,1,5.01,0.24,1 Item
120432,2025-04-29,Tuesday,16,Afternoon,Drive-Thru,Cash,1,2.28,0.0,1 Item
120433,2025-08-09,Saturday,15,Afternoon,Takeout,MobilePay,1,4.61,0.0,1 Item
120434,2025-06-25,Wednesday,21,Dinner,Drive-Thru,Cash,2,10.7,0.0,2 Items
120435,2025-04-28,Monday,17,Afternoon,Drive-Thru,GiftCard,2,7.97,0.0,2 Items
120436,2025-07-16,Wednesday,10,Breakfast,Drive-Thru,Cash,1,4.99,0.0,1 Item
120437,2025-05-14,Wednesday,17,Afternoon,Dine-In,Card,1,4.55,0.0,1 Item
120438,2025-04-14,Monday,8,Breakfast,Takeout,Card,3,11.75,0.0,3 Items
120439,2025-06-15,Sunday,5,Breakfast,Drive-Thru,Card,1,1.99,0.0,1 Item
120440,2025-05-21,Wednesday,21,Dinner,Dine-In,Card,2,8.82,0.92,2 Items
120441,2025-07-03,Thursday,14,Lunch,Delivery,Card,1,4.05,0.0,1 Item
120442,2025-05-26,Monday,12,Lunch,Dine-In,Cash,1,8.6,0.0,1 Item
120443,2025-05-27,Tuesday,8,Breakfast,Drive-Thru,Unknown,1,1.54,0.0,1 Item
120444,2025-05-30,Friday,18,Dinner,Dine-In,Card,1,2.47,0.0,1 Item
120445,2025-07-27,Sunday,14,Lunch,Drive-Thru,Card,2,11.18,0.0,2 Items
120446,2025-04-26,Saturday,11,Lunch,Dine-In,Card,1,6.36,0.0,1 Item
120447,2025-05-31,Saturday,12,Lunch,Dine-In,MobilePay,2,9.97,0.0,2 Items
120448,2025-04-29,Tuesday,1,Late Night,Dine-In,Card,1,4.45,0.0,1 Item
120449,2025-07-03,Thursday,19,Dinner,Dine-In,MobilePay,1,2.2,0.52,1 Item
120450,2025-06-29,Sunday,13,Lunch,Takeout,GiftCard,1,8.97,0.0,1 Item
120451,2025-05-28,Wednesday,19,Dinner,Takeout,Cash,1,6.51,0.0,1 Item
120452,2025-06-22,Sunday,11,Lunch,Dine-In,Cash,2,11.2,0.0,2 Items
120453,2025-05-15,Thursday,13,Lunch,Drive-Thru,Unknown,1,3.04,0.0,1 Item
120454,2025-04-26,Saturday,22,Late Night,Drive-Thru,Cash,1,6.02,0.0,1 Item
120455,2025-06-30,Monday,19,Dinner,Drive-Thru,Card,1,8.66,0.0,1 Item
120456,2025-05-14,Wednesday,14,Lunch,Delivery,Card,2,19.31,0.0,2 Items
120457,2025-06-20,Friday,10,Morning,Dine-In,Card,1,1.81,0.0,1 Item
120458,2025-07-11,Friday,13,Lunch,Dine-In,Card,2,17.57,0.0,2 Items
120459,2025-07-14,Monday,7,Breakfast,Drive-Thru,Card,1,4.93,0.0,1 Item
120460,2025-04-15,Tuesday,14,Lunch,Takeout,Cash,1,9.02,0.0,1 Item
120461,2025-06-12,Thursday,21,Dinner,Dine-In,Cash,1,9.15,0.0,1 Item
120462,2025-06-18,Wednesday,18,Dinner,Drive-Thru,Card,1,10.22,0.0,1 Item
120463,2025-06-20,Friday,18,Dinner,Dine-In,MobilePay,1,7.17,0.73,1 Item
120464,2025-07-25,Friday,9,Breakfast,Dine-In,Cash,1,3.4,0.0,1 Item
120465,2025-05-10,Saturday,17,Afternoon,Takeout,Card,2,7.89,0.0,2 Items
120466,2025-05-14,Wednesday,18,Dinner,Dine-In,MobilePay,1,10.37,0.0,1 Item
120467,2025-07-13,Sunday,5,Breakfast,Dine-In,Card,1,3.58,0.0,1 Item
120468,2025-07-27,Sunday,12,Lunch,Takeout,GiftCard,3,29.22,0.0,3 Items
120469,2025-05-24,Saturday,14,Lunch,Delivery,Card,1,10.33,0.0,1 Item
120470,2025-07-15,Tuesday,12,Lunch,Delivery,Card,1,9.79,0.0,1 Item
120471,2025-07-11,Friday,20,Dinner,Dine-In,Card,1,2.37,0.0,1 Item
120472,2025-07-22,Tuesday,15,Afternoon,Dine-In,Card,1,2.74,0.0,1 Item
120473,2025-05-20,Tuesday,15,Afternoon,Delivery,Card,1,2.5,0.0,1 Item
120474,2025-04-14,Monday,20,Dinner,Dine-In,Cash,1,9.01,0.0,1 Item
120475,2025-05-08,Thursday,20,Dinner,Drive-Thru,MobilePay,1,2.3,0.0,1 Item
120476,2025-07-08,Tuesday,20,Dinner,Takeout,Cash,2,20.55,0.0,2 Items
120477,2025-06-12,Thursday,10,Morning,Takeout,GiftCard,1,2.09,0.0,1 Item
120478,2025-06-16,Monday,7,Breakfast,Delivery,Card,1,2.55,0.0,1 Item
120479,2025-06-20,Friday,20,Dinner,Drive-Thru,Card,1,5.27,0.0,1 Item
120480,2025-04-27,Sunday,12,Lunch,Dine-In,Card,2,21.15,0.0,2 Items
120481,2025-07-10,Thursday,8,Breakfast,Drive-Thru,Card,1,2.86,0.0,1 Item
120482,2025-06-27,Friday,16,Afternoon,Takeout,Unknown,1,2.24,0.36,1 Item
120483,2025-07-25,Friday,9,Breakfast,Drive-Thru,Card,1,4.12,0.0,1 Item
120484,2025-05-07,Wednesday,0,Late Night,Takeout,Card,1,3.19,0.0,1 Item
120485,2025-04-20,Sunday,18,Dinner,Drive-Thru,Card,2,18.7,0.0,2 Items
120486,2025-05-10,Saturday,5,Breakfast,Drive-Thru,MobilePay,1,1.87,0.0,1 Item
120487,2025-04-12,Saturday,18,Dinner,Takeout,Cash,1,9.49,0.0,1 Item
120488,2025-05-06,Tuesday,18,Dinner,Dine-In,Card,1,10.01,0.0,1 Item
120489,2025-05-24,Saturday,12,Lunch,Dine-In,MobilePay,2,15.22,0.0,2 Items
120490,2025-07-01,Tuesday,17,Afternoon,Dine-In,MobilePay,1,2.05,0.0,1 Item
120491,2025-08-03,Sunday,19,Dinner,Drive-Thru,Card,1,9.27,2.15,1 Item
120492,2025-04-13,Sunday,12,Lunch,Takeout,Card,2,12.36,0.0,2 Items
120493,2025-05-06,Tuesday,10,Morning,Dine-In,Cash,1,1.79,0.0,1 Item
120494,2025-05-26,Monday,16,Afternoon,Delivery,Card,1,5.88,0.0,1 Item
120495,2025-05-18,Sunday,21,Dinner,Delivery,Card,1,6.53,0.0,1 Item
120496,2025-07-17,Thursday,21,Dinner,Delivery,Card,1,5.81,0.0,1 Item
120497,2025-06-04,Wednesday,11,Lunch,Dine-In,Cash,1,4.89,1.13,1 Item
120498,2025-07-25,Friday,9,Breakfast,Drive-Thru,Card,1,2.29,0.0,1 Item
120499,2025-06-25,Wednesday,12,Lunch,Delivery,Card,2,8.62,0.0,2 Items
120500,2025-07-07,Monday,14,Lunch,Dine-In,Card,3,17.05,0.0,3 Items
120501,2025-05-19,Monday,17,Afternoon,Takeout,Card,2,5.07,0.0,2 Items
120502,2025-05-02,Friday,20,Dinner,Drive-Thru,Card,1,5.5,0.0,1 Item
120503,2025-05-28,Wednesday,13,Lunch,Delivery,MobilePay,1,6.41,0.0,1 Item
120504,2025-05-17,Saturday,19,Dinner,Delivery,Card,2,6.42,0.0,2 Items
120505,2025-06-04,Wednesday,23,Late Night,Drive-Thru,MobilePay,1,5.22,0.55,1 Item
120506,2025-06-16,Monday,23,Late Night,Drive-Thru,GiftCard,1,1.79,0.0,1 Item
120507,2025-08-04,Monday,17,Afternoon,Delivery,MobilePay,1,1.83,0.0,1 Item
120508,2025-07-09,Wednesday,18,Dinner,Takeout,Card,1,4.94,0.0,1 Item
120509,2025-06-12,Thursday,7,Breakfast,Unknown,Card,1,1.83,0.0,1 Item
120510,2025-06-20,Friday,11,Morning,Takeout,Card,1,0.0,0.0,1 Item
120511,2025-06-20,Friday,8,Breakfast,Drive-Thru,Card,1,3.36,0.0,1 Item
120512,2025-05-07,Wednesday,21,Dinner,Drive-Thru,Cash,1,5.98,0.0,1 Item
120513,2025-07-30,Wednesday,14,Lunch,Dine-In,Card,3,19.73,0.0,3 Items
120514,2025-04-22,Tuesday,10,Morning,Dine-In,Card,1,3.83,0.0,1 Item
120515,2025-06-09,Monday,11,Lunch,Delivery,Card,1,0.0,0.0,1 Item
120516,2025-07-28,Monday,21,Dinner,Drive-Thru,Card,1,6.24,0.0,1 Item
120517,2025-07-05,Saturday,10,Morning,Dine-In,Card,1,2.89,0.0,1 Item
120518,2025-05-04,Sunday,19,Dinner,Dine-In,Card,2,18.7,0.0,2 Items
120519,2025-06-03,Tuesday,11,Lunch,Dine-In,GiftCard,1,6.43,0.0,1 Item
120520,2025-05-02,Friday,14,Lunch,Dine-In,Card,1,5.23,0.0,1 Item
120521,2025-07-19,Saturday,12,Lunch,Unknown,Card,2,12.66,0.0,2 Items
120522,2025-06-23,Monday,16,Afternoon,Drive-Thru,Card,1,5.06,0.0,1 Item
120523,2025-04-20,Sunday,17,Afternoon,Delivery,Card,1,4.62,0.0,1 Item
120524,2025-06-15,Sunday,20,Dinner,Takeout,Card,1,8.68,0.0,1 Item
120525,2025-07-22,Tuesday,10,Morning,Takeout,Cash,1,1.37,0.0,1 Item
120526,2025-05-03,Saturday,5,Breakfast,Drive-Thru,Card,1,1.68,0.0,1 Item
120527,2025-06-09,Monday,12,Lunch,Takeout,Card,1,9.6,0.0,1 Item
120528,2025-06-25,Wednesday,13,Lunch,Drive-Thru,Card,1,4.09,0.0,1 Item
120529,2025-05-24,Saturday,19,Dinner,Takeout,Cash,1,9.5,0.0,1 Item
120530,2025-04-21,Monday,19,Dinner,Dine-In,Card,3,28.15,0.0,3 Items
120531,2025-06-25,Wednesday,20,Dinner,Takeout,GiftCard,1,8.75,0.0,1 Item
120532,2025-05-27,Tuesday,14,Lunch,Drive-Thru,Cash,1,5.69,0.0,1 Item
120533,2025-04-21,Monday,19,Dinner,Dine-In,MobilePay,1,1.85,0.0,1 Item
120534,2025-05-12,Monday,11,Lunch,Dine-In,MobilePay,1,2.98,0.15,1 Item
120535,2025-07-02,Wednesday,16,Afternoon,Takeout,Cash,1,4.25,0.0,1 Item
120536,2025-04-25,Friday,13,Lunch,Takeout,Cash,3,25.87,0.0,3 Items
120537,2025-07-31,Thursday,17,Afternoon,Takeout,Cash,1,2.96,0.0,1 Item
120538,2025-06-01,Sunday,11,Lunch,Takeout,Cash,1,6.25,0.0,1 Item
120539,2025-06-06,Friday,23,Late Night,Delivery,Card,1,6.02,0.0,1 Item
120540,2025-08-05,Tuesday,20,Dinner,Delivery,Card,2,22.28,0.0,2 Items
120541,2025-06-27,Friday,21,Dinner,Takeout,Card,1,2.74,0.0,1 Item
120542,2025-04-29,Tuesday,11,Lunch,Takeout,Card,1,6.22,0.0,1 Item
120543,2025-07-23,Wednesday,15,Afternoon,Dine-In,MobilePay,1,3.51,0.0,1 Item
120544,2025-05-19,Monday,15,Afternoon,Dine-In,MobilePay,1,3.39,0.0,1 Item
120545,2025-04-16,Wednesday,16,Afternoon,Dine-In,Card,1,2.21,0.0,1 Item
120546,2025-07-21,Monday,8,Breakfast,Dine-In,Cash,2,4.71,0.0,2 Items
120547,2025-05-20,Tuesday,10,Morning,Dine-In,Card,1,3.75,0.0,1 Item
120548,2025-06-26,Thursday,8,Breakfast,Delivery,MobilePay,2,6.43,0.0,2 Items
120549,2025-04-17,Thursday,8,Breakfast,Takeout,Card,1,1.52,0.35,1 Item
120550,2025-06-01,Sunday,12,Lunch,Dine-In,Card,1,5.83,0.0,1 Item
120551,2025-06-25,Wednesday,13,Lunch,Takeout,GiftCard,1,8.11,0.0,1 Item
120552,2025-04-11,Friday,18,Dinner,Drive-Thru,Card,1,5.34,0.0,1 Item
120553,2025-05-02,Friday,11,Morning,Dine-In,MobilePay,2,8.25,0.0,2 Items
120554,2025-04-16,Wednesday,14,Lunch,Dine-In,MobilePay,1,5.04,0.0,1 Item
120555,2025-06-20,Friday,12,Lunch,Takeout,Card,3,15.57,0.0,3 Items
120556,2025-05-21,Wednesday,14,Lunch,Delivery,Card,1,9.91,0.49,1 Item
120557,2025-05-20,Tuesday,0,Late Night,Drive-Thru,Card,1,6.03,0.0,1 Item
120558,2025-07-26,Saturday,21,Dinner,Dine-In,Card,1,6.21,0.0,1 Item
120559,2025-06-17,Tuesday,11,Morning,Takeout,Card,2,3.84,0.0,2 Items
120560,2025-05-07,Wednesday,7,Breakfast,Dine-In,Card,1,3.55,0.0,1 Item
120561,2025-07-29,Tuesday,13,Lunch,Delivery,Card,3,11.2,0.0,3 Items
120562,2025-04-30,Wednesday,12,Lunch,Takeout,Card,1,10.23,0.0,1 Item
120563,2025-06-05,Thursday,20,Dinner,Dine-In,MobilePay,1,9.54,0.0,1 Item
120564,2025-07-25,Friday,18,Dinner,Dine-In,Card,2,19.73,0.0,2 Items
120565,2025-05-19,Monday,16,Afternoon,Takeout,MobilePay,1,4.47,0.73,1 Item
120566,2025-05-19,Monday,11,Lunch,Dine-In,MobilePay,1,5.25,0.0,1 Item
120567,2025-05-30,Friday,13,Lunch,Dine-In,Card,2,5.31,0.0,2 Items
120568,2025-05-09,Friday,21,Dinner,Dine-In,Cash,1,9.25,0.45,1 Item
120569,2025-06-22,Sunday,20,Dinner,Drive-Thru,Card,1,6.07,0.0,1 Item
120570,2025-06-29,Sunday,1,Late Night,Takeout,Card,2,9.65,0.0,2 Items
120571,2025-07-16,Wednesday,21,Dinner,Dine-In,Cash,1,11.86,0.0,1 Item
120572,2025-05-02,Friday,14,Lunch,Dine-In,Card,1,6.68,0.0,1 Item
120573,2025-07-25,Friday,11,Lunch,Dine-In,Card,1,8.88,0.0,1 Item
120574,2025-05-24,Saturday,11,Morning,Dine-In,Card,1,3.71,0.0,1 Item
120575,2025-07-28,Monday,12,Lunch,Drive-Thru,Card,1,4.92,0.0,1 Item
120576,2025-05-13,Tuesday,19,Dinner,Delivery,Card,1,5.64,0.0,1 Item
120577,2025-06-10,Tuesday,11,Lunch,Dine-In,Card,2,6.12,0.0,2 Items
120578,2025-06-01,Sunday,20,Dinner,Dine-In,Card,1,10.08,0.0,1 Item
120579,2025-07-22,Tuesday,16,Afternoon,Dine-In,Cash,1,2.03,0.0,1 Item
120580,2025-04-19,Saturday,23,Late Night,Drive-Thru,MobilePay,1,6.12,1.02,1 Item
120581,2025-05-14,Wednesday,12,Lunch,Dine-In,GiftCard,1,8.81,1.47,1 Item
120582,2025-05-17,Saturday,11,Lunch,Dine-In,MobilePay,2,21.96,0.0,2 Items
120583,2025-06-10,Tuesday,11,Morning,Delivery,Card,2,3.49,0.0,2 Items
120584,2025-06-17,Tuesday,10,Morning,Dine-In,Cash,1,2.16,0.0,1 Item
120585,2025-06-11,Wednesday,14,Lunch,Dine-In,Cash,1,1.89,0.0,1 Item
120586,2025-06-20,Friday,19,Dinner,Dine-In,MobilePay,1,3.31,0.0,1 Item
120587,2025-05-27,Tuesday,10,Breakfast,Drive-Thru,Cash,1,3.88,0.0,1 Item
120588,2025-08-09,Saturday,6,Breakfast,Dine-In,Card,1,2.32,0.0,1 Item
