order_id,store_id,transaction_datetime,business_day,daypart,service_mode,menu_item,modifier,quantity,unit_price,discount,tax,total_amount,payment_type,date,year,month,month_name,day,day_name,hour,dayofweek,week,quarter,is_weekend
120411,301,2025-05-03 18:49:56,2025-05-03,Dinner,Delivery,French Fries,Large Size,2,2.32,0.0,0.53,6.37,MobilePay,2025-05-03,2025,5,May,3,Saturday,18,5,18,2,1
120412,501,2025-07-27 18:32:06,2025-07-27,Dinner,Dine-In,Chicken Sandwich,Gluten-Free Bun,1,4.83,0.0,0.52,6.35,Card,2025-07-27,2025,7,July,27,Sunday,18,6,30,3,1
120413,201,2025-06-17 11:15:53,2025-06-17,Lunch,Drive-Thru,Cheeseburger Combo,,1,9.13,0.0,0.73,9.86,Card,2025-06-17,2025,6,June,17,Tuesday,11,1,25,2,0
120414,103,2025-06-18 21:57:29,2025-06-18,Dinner,Drive-Thru,Spicy Chicken Combo,,1,9.46,0.0,0.9,10.36,Card,2025-06-18,2025,6,June,18,Wednesday,21,2,25,2,0
120415,101,2025-08-05 12:57:36,2025-08-05,Lunch,Dine-In,Spicy Chicken Combo,,1,8.92,0.0,0.76,9.68,Cash,2025-08-05,2025,8,August,5,Tuesday,12,1,32,3,0
120416,301,2025-07-05 09:39:58,2025-07-05,Breakfast,Dine-In,Pancake Platter,Cinnamon,1,5.51,0.0,0.48,6.09,Card,2025-07-05,2025,7,July,5,Saturday,9,5,27,3,1
120417,103,2025-06-01 13:13:05,2025-06-01,Lunch,Takeout,Spicy Chicken Sandwich,No Pickles,1,5.68,0.0,0.43,6.11,Card,2025-06-01,2025,6,June,1,Sunday,13,6,22,2,1
120418,101,2025-07-07 20:07:03,2025-07-07,Dinner,Drive-Thru,Cheeseburger Combo,,1,9.08,0.0,0.66,9.74,MobilePay,2025-07-07,2025,7,July,7,Monday,20,0,28,3,0
120419,403,2025-07-11 20:19:18,2025-07-11,Dinner,Delivery,Chicken Sandwich Combo,,1,9.02,0.0,0.59,9.61,MobilePay,2025-07-11,2025,7,July,11,Friday,20,4,28,3,0
120420,401,2025-07-30 18:03:27,2025-07-30,Dinner,Drive-Thru,Cheeseburger Combo,,1,9.52,0.0,0.9,10.42,Card,2025-07-30,2025,7,July,30,Wednesday,18,2,31,3,0
120421,402,2025-06-17 19:09:32,2025-06-17,Dinner,Dine-In,Double Cheeseburger,,2,6.47,0.0,0.94,13.88,Cash,2025-06-17,2025,6,June,17,Tuesday,19,1,25,2,0
120422,102,2025-06-18 15:07:23,2025-06-18,Afternoon,Takeout,Chicken Nuggets (10pc),,4,4.91,0.0,1.77,21.41,Card,2025-06-18,2025,6,June,18,Wednesday,15,2,25,2,0
120423,202,2025-07-13 19:52:47,2025-07-13,Dinner,Takeout,Veggie Burger,Extra Sauce,1,5.58,0.0,0.52,6.35,Card,2025-07-13,2025,7,July,13,Sunday,19,6,28,3,1
120424,103,2025-06-12 14:42:28,2025-06-12,Lunch,Dine-In,Cheeseburger,,1,4.71,0.0,0.4,5.11,Cash,2025-06-12,2025,6,June,12,Thursday,14,3,24,2,0
120425,102,2025-05-11 18:36:40,2025-05-11,Dinner,Drive-Thru,Chicken Sandwich Combo,,1,9.67,0.0,0.92,10.59,Cash,2025-05-11,2025,5,May,11,Sunday,18,6,19,2,1
120426,101,2025-04-12 09:11:01,2025-04-12,Breakfast,Takeout,Latte,Oat Milk,1,3.0,0.0,0.3,4.0,Card,2025-04-12,2025,4,April,12,Saturday,9,5,15,2,1
120427,401,2025-06-03 07:24:16,2025-06-03,Breakfast,Dine-In,Breakfast Burrito,,1,3.91,0.0,0.27,4.18,GiftCard,2025-06-03,2025,6,June,3,Tuesday,7,1,23,2,0
120428,101,2025-07-02 21:06:20,2025-07-02,Dinner,Dine-In,Spicy Chicken Sandwich,Extra Cheese,1,6.05,0.0,0.47,7.02,MobilePay,2025-07-02,2025,7,July,2,Wednesday,21,2,27,3,0
120429,402,2025-08-01 14:01:26,2025-08-01,Lunch,Delivery,Cheeseburger,,1,3.9,0.0,0.37,4.27,MobilePay,2025-08-01,2025,8,August,1,Friday,14,4,31,3,0
120430,403,2025-07-22 11:34:10,2025-07-22,Morning,Drive-Thru,Bottled Water,Sugar-Free Syrup,1,1.34,0.0,0.12,1.76,Card,2025-07-22,2025,7,July,22,Tuesday,11,1,30,3,0
120431,202,2025-06-22 20:53:40,2025-06-22,Dinner,Dine-In,Spicy Chicken Sandwich,,1,4.86,0.24,0.39,5.01,MobilePay,2025-06-22,2025,6,June,22,Sunday,20,6,25,2,1
120432,201,2025-04-29 16:56:43,2025-04-29,Afternoon,Drive-Thru,Ice Cream Cone,Chocolate Topping,1,1.61,0.0,0.17,2.28,Cash,2025-04-29,2025,4,April,29,Tuesday,16,1,18,2,0
120433,101,2025-08-09 15:43:11,2025-08-09,Afternoon,Takeout,Milkshake,Cinnamon,1,4.23,0.0,0.28,4.61,MobilePay,2025-08-09,2025,8,August,9,Saturday,15,5,32,3,1
120434,401,2025-06-25 21:11:53,2025-06-25,Dinner,Drive-Thru,Cheeseburger,,2,4.99,0.0,0.72,10.7,Cash,2025-06-25,2025,6,June,25,Wednesday,21,2,26,2,0
120435,501,2025-04-28 17:14:14,2025-04-28,Afternoon,Drive-Thru,Chicken Nuggets (6pc),,2,3.76,0.0,0.45,7.97,GiftCard,2025-04-28,2025,4,April,28,Monday,17,0,18,2,0
120436,402,2025-07-16 10:47:36,2025-07-16,Breakfast,Drive-Thru,Egg Muffin,Extra Egg,1,3.65,0.0,0.34,4.99,Cash,2025-07-16,2025,7,July,16,Wednesday,10,2,29,3,0
120437,403,2025-05-14 17:56:29,2025-05-14,Afternoon,Dine-In,Milkshake,,1,3.53,0.0,0.32,4.55,Card,2025-05-14,2025,5,May,14,Wednesday,17,2,20,2,0
120438,201,2025-04-14 08:34:28,2025-04-14,Breakfast,Takeout,Sausage Biscuit,Extra Egg,3,2.61,0.0,0.92,11.75,Card,2025-04-14,2025,4,April,14,Monday,8,0,16,2,0
120439,102,2025-06-15 05:37:51,2025-06-15,Breakfast,Drive-Thru,Hash Browns,,1,1.88,0.0,0.11,1.99,Card,2025-06-15,2025,6,June,15,Sunday,5,6,24,2,1
120440,402,2025-05-21 21:37:07,2025-05-21,Dinner,Dine-In,Cheeseburger,,2,4.62,0.92,0.5,8.82,Card,2025-05-21,2025,5,May,21,Wednesday,21,2,21,2,0
120441,101,2025-07-03 14:25:06,2025-07-03,Lunch,Delivery,Onion Rings,Large Size,1,3.13,0.0,0.32,4.05,Card,2025-07-03,2025,7,July,3,Thursday,14,3,27,3,0
120442,402,2025-05-26 12:06:06,2025-05-26,Lunch,Dine-In,Chicken Sandwich Combo,Spicy,1,7.96,0.0,0.64,8.6,Cash,2025-05-26,2025,5,May,26,Monday,12,0,22,2,0
120443,101,2025-05-27 08:32:41,2025-05-27,Breakfast,Drive-Thru,Bottled Water,Light Ice,1,1.43,0.0,0.11,1.54,Unknown,2025-05-27,2025,5,May,27,Tuesday,8,1,22,2,0
120444,403,2025-05-30 18:27:22,2025-05-30,Dinner,Dine-In,French Fries,No Sauce,1,2.27,0.0,0.2,2.47,Card,2025-05-30,2025,5,May,30,Friday,18,4,22,2,0
120445,401,2025-07-27 14:56:50,2025-07-27,Lunch,Drive-Thru,Chicken Nuggets (10pc),,2,5.21,0.0,0.76,11.18,Card,2025-07-27,2025,7,July,27,Sunday,14,6,30,3,1
120446,201,2025-04-26 11:23:00,2025-04-26,Lunch,Dine-In,Double Cheeseburger,,1,5.89,0.0,0.47,6.36,Card,2025-04-26,2025,4,April,26,Saturday,11,5,17,2,1
120447,103,2025-05-31 12:11:12,2025-05-31,Lunch,Dine-In,Chicken Nuggets (10pc),,2,4.68,0.0,0.61,9.97,MobilePay,2025-05-31,2025,5,May,31,Saturday,12,5,22,2,1
120448,103,2025-04-29 01:56:45,2025-04-29,Late Night,Dine-In,Milkshake,Sugar-Free Syrup,1,3.82,0.0,0.33,4.45,Card,2025-04-29,2025,4,April,29,Tuesday,1,1,18,2,0
120449,201,2025-07-03 19:20:15,2025-07-03,Dinner,Dine-In,French Fries,,1,2.34,0.52,0.13,2.2,MobilePay,2025-07-03,2025,7,July,3,Thursday,19,3,27,3,0
120450,403,2025-06-29 13:33:44,2025-06-29,Lunch,Takeout,Cheeseburger Combo,,1,8.46,0.0,0.51,8.97,GiftCard,2025-06-29,2025,6,June,29,Sunday,13,6,26,2,1
120451,401,2025-05-28 19:59:53,2025-05-28,Dinner,Takeout,Double Cheeseburger,,1,6.14,0.0,0.37,6.51,Cash,2025-05-28,2025,5,May,28,Wednesday,19,2,22,2,0
120452,402,2025-06-22 11:11:28,2025-06-22,Lunch,Dine-In,Spicy Chicken Sandwich,,2,5.26,0.0,0.68,11.2,Cash,2025-06-22,2025,6,June,22,Sunday,11,6,25,2,1
120453,201,2025-05-15 13:16:19,2025-05-15,Lunch,Drive-Thru,French Fries,,1,2.78,0.0,0.26,3.04,Unknown,2025-05-15,2025,5,May,15,Thursday,13,3,20,2,0
120454,401,2025-04-26 22:30:41,2025-04-26,Late Night,Drive-Thru,Double Cheeseburger,,1,5.52,0.0,0.5,6.02,Cash,2025-04-26,2025,4,April,26,Saturday,22,5,17,2,1
120455,301,2025-06-30 19:27:49,2025-06-30,Dinner,Drive-Thru,Cheeseburger Combo,,1,8.09,0.0,0.57,8.66,Card,2025-06-30,2025,6,June,30,Monday,19,0,27,2,0
120456,201,2025-05-14 14:48:49,2025-05-14,Lunch,Delivery,Chicken Sandwich Combo,No Pickles,2,8.94,0.0,1.43,19.31,Card,2025-05-14,2025,5,May,14,Wednesday,14,2,20,2,0
120457,401,2025-06-20 10:34:24,2025-06-20,Morning,Dine-In,Soft Drink (Medium),,1,1.65,0.0,0.16,1.81,Card,2025-06-20,2025,6,June,20,Friday,10,4,25,2,0
120458,401,2025-07-11 13:42:33,2025-07-11,Lunch,Dine-In,Cheeseburger Combo,,2,8.21,0.0,1.15,17.57,Card,2025-07-11,2025,7,July,11,Friday,13,4,28,3,0
120459,201,2025-07-14 07:27:52,2025-07-14,Breakfast,Drive-Thru,Pancake Platter,No Cheese,1,4.59,0.0,0.34,4.93,Card,2025-07-14,2025,7,July,14,Monday,7,0,29,3,0
120460,201,2025-04-15 14:29:29,2025-04-15,Lunch,Takeout,Spicy Chicken Sandwich,Extra Patty,1,6.39,0.0,0.63,9.02,Cash,2025-04-15,2025,4,April,15,Tuesday,14,1,16,2,0
120461,501,2025-06-12 21:58:42,2025-06-12,Dinner,Dine-In,Cheeseburger Combo,,1,8.51,0.0,0.64,9.15,Cash,2025-06-12,2025,6,June,12,Thursday,21,3,24,2,0
120462,201,2025-06-18 18:23:04,2025-06-18,Dinner,Drive-Thru,Double Cheeseburger Combo,,1,9.64,0.0,0.58,10.22,Card,2025-06-18,2025,6,June,18,Wednesday,18,2,25,2,0
120463,401,2025-06-20 18:00:16,2025-06-20,Dinner,Dine-In,Veggie Burger,,1,5.31,0.73,0.59,7.17,MobilePay,2025-06-20,2025,6,June,20,Friday,18,4,25,2,0
120464,102,2025-07-25 09:47:25,2025-07-25,Breakfast,Dine-In,Egg Muffin,,1,3.21,0.0,0.19,3.4,Cash,2025-07-25,2025,7,July,25,Friday,9,4,30,3,0
120465,403,2025-05-10 17:57:06,2025-05-10,Afternoon,Takeout,Chicken Nuggets (6pc),,2,3.68,0.0,0.53,7.89,Card,2025-05-10,2025,5,May,10,Saturday,17,5,19,2,1
120466,301,2025-05-14 18:14:56,2025-05-14,Dinner,Dine-In,Spicy Chicken Combo,,1,9.6,0.0,0.77,10.37,MobilePay,2025-05-14,2025,5,May,14,Wednesday,18,2,20,2,0
120467,401,2025-07-13 05:22:20,2025-07-13,Breakfast,Dine-In,Sausage Biscuit,Cinnamon,1,3.23,0.0,0.25,3.58,Card,2025-07-13,2025,7,July,13,Sunday,5,6,28,3,1
120468,501,2025-07-27 12:16:06,2025-07-27,Lunch,Takeout,Spicy Chicken Combo,,3,9.02,0.0,2.16,29.22,GiftCard,2025-07-27,2025,7,July,27,Sunday,12,6,30,3,1
120469,102,2025-05-24 14:24:32,2025-05-24,Lunch,Delivery,Chicken Sandwich Combo,Add Bacon,1,8.7,0.0,0.63,10.33,Card,2025-05-24,2025,5,May,24,Saturday,14,5,21,2,1
120470,301,2025-07-15 12:24:13,2025-07-15,Lunch,Delivery,Spicy Chicken Combo,,1,9.15,0.0,0.64,9.79,Card,2025-07-15,2025,7,July,15,Tuesday,12,1,29,3,0
120471,202,2025-07-11 20:21:15,2025-07-11,Dinner,Dine-In,Onion Rings,Small Size,1,2.49,0.0,0.18,2.37,Card,2025-07-11,2025,7,July,11,Friday,20,4,28,3,0
120472,101,2025-07-22 15:08:05,2025-07-22,Afternoon,Dine-In,Side Salad,,1,2.51,0.0,0.23,2.74,Card,2025-07-22,2025,7,July,22,Tuesday,15,1,30,3,0
120473,202,2025-05-20 15:17:55,2025-05-20,Afternoon,Delivery,Ice Cream Cone,Caramel Topping,1,1.8,0.0,0.2,2.5,Card,2025-05-20,2025,5,May,20,Tuesday,15,1,21,2,0
120474,102,2025-04-14 20:38:34,2025-04-14,Dinner,Dine-In,Spicy Chicken Sandwich,,1,6.27,0.0,0.74,9.01,Cash,2025-04-14,2025,4,April,14,Monday,20,0,16,2,0
120475,101,2025-05-08 20:31:25,2025-05-08,Dinner,Drive-Thru,Iced Tea,Sugar-Free Syrup,1,1.86,0.0,0.14,2.3,MobilePay,2025-05-08,2025,5,May,8,Thursday,20,3,19,2,0
120476,201,2025-07-08 20:32:45,2025-07-08,Dinner,Takeout,Spicy Chicken Combo,,2,9.58,0.0,1.39,20.55,Cash,2025-07-08,2025,7,July,8,Tuesday,20,1,28,3,0
120477,103,2025-06-12 10:16:15,2025-06-12,Morning,Takeout,Brownie,,1,1.93,0.0,0.16,2.09,GiftCard,2025-06-12,2025,6,June,12,Thursday,10,3,24,2,0
120478,401,2025-06-16 07:44:19,2025-06-16,Breakfast,Delivery,Bottled Water,,1,1.69,0.0,0.16,2.55,Card,2025-06-16,2025,6,June,16,Monday,7,0,25,2,0
120479,201,2025-06-20 20:00:10,2025-06-20,Dinner,Drive-Thru,Cheeseburger,,1,4.86,0.0,0.41,5.27,Card,2025-06-20,2025,6,June,20,Friday,20,4,25,2,0
120480,102,2025-04-27 12:11:12,2025-04-27,Lunch,Dine-In,Double Cheeseburger Combo,,2,9.93,0.0,1.29,21.15,Card,2025-04-27,2025,4,April,27,Sunday,12,6,17,2,1
120481,301,2025-07-10 08:31:43,2025-07-10,Breakfast,Drive-Thru,Hash Browns,Extra Egg,1,1.7,0.0,0.16,2.86,Card,2025-07-10,2025,7,July,10,Thursday,8,3,28,3,0
120482,301,2025-06-27 16:43:56,2025-06-27,Afternoon,Takeout,French Fries,Extra Sauce,1,2.18,0.36,0.17,2.24,Unknown,2025-06-27,2025,6,June,27,Friday,16,4,26,2,0
120483,103,2025-07-25 09:17:44,2025-07-25,Breakfast,Drive-Thru,Breakfast Burrito,Cinnamon,1,3.79,0.0,0.23,4.12,Card,2025-07-25,2025,7,July,25,Friday,9,4,30,3,0
120484,101,2025-05-07 00:43:28,2025-05-07,Late Night,Takeout,Onion Rings,No Sauce,1,2.93,0.0,0.26,3.19,Card,2025-05-07,2025,5,May,7,Wednesday,0,2,19,2,0
120485,201,2025-04-20 18:08:31,2025-04-20,Dinner,Drive-Thru,Spicy Chicken Combo,,2,8.58,0.0,1.54,18.7,Card,2025-04-20,2025,4,April,20,Sunday,18,6,16,2,1
120486,102,2025-05-10 05:10:59,2025-05-10,Breakfast,Drive-Thru,Coffee,,1,1.76,0.0,0.11,1.87,MobilePay,2025-05-10,2025,5,May,10,Saturday,5,5,19,2,1
120487,301,2025-04-12 18:41:21,2025-04-12,Dinner,Takeout,Spicy Chicken Combo,,1,8.75,0.0,0.74,9.49,Cash,2025-04-12,2025,4,April,12,Saturday,18,5,15,2,1
120488,501,2025-05-06 18:36:23,2025-05-06,Dinner,Dine-In,Cheeseburger Combo,,1,9.33,0.0,0.68,10.01,Card,2025-05-06,2025,5,May,6,Tuesday,18,1,19,2,0
120489,103,2025-05-24 12:06:25,2025-05-24,Lunch,Dine-In,Spicy Chicken Sandwich,,2,5.98,0.0,1.26,15.22,MobilePay,2025-05-24,2025,5,May,24,Saturday,12,5,21,2,1
120490,101,2025-07-01 17:44:07,2025-07-01,Afternoon,Dine-In,Iced Tea,,1,1.89,0.0,0.16,2.05,MobilePay,2025-07-01,2025,7,July,1,Tuesday,17,1,27,3,0
120491,201,2025-08-03 19:54:31,2025-08-03,Dinner,Drive-Thru,Double Cheeseburger Combo,,1,10.73,2.15,0.69,9.27,Card,2025-08-03,2025,8,August,3,Sunday,19,6,31,3,1
120492,202,2025-04-13 12:44:54,2025-04-13,Lunch,Takeout,Spicy Chicken Sandwich,No Pickles,2,5.67,0.0,1.02,12.36,Card,2025-04-13,2025,4,April,13,Sunday,12,6,15,2,1
120493,201,2025-05-06 10:47:41,2025-05-06,Morning,Dine-In,Soft Drink (Medium),Light Ice,1,1.67,0.0,0.12,1.79,Cash,2025-05-06,2025,5,May,6,Tuesday,10,1,19,2,0
120494,403,2025-05-26 16:09:40,2025-05-26,Afternoon,Delivery,Chicken Nuggets (10pc),,1,5.5,0.0,0.38,5.88,Card,2025-05-26,2025,5,May,26,Monday,16,0,22,2,0
120495,402,2025-05-18 21:17:40,2025-05-18,Dinner,Delivery,Double Cheeseburger,,1,5.96,0.0,0.57,6.53,Card,2025-05-18,2025,5,May,18,Sunday,21,6,20,2,1
120496,102,2025-07-17 21:30:41,2025-07-17,Dinner,Delivery,Double Cheeseburger,,1,5.31,0.0,0.5,5.81,Card,2025-07-17,2025,7,July,17,Thursday,21,3,29,3,0
120497,403,2025-06-04 11:48:48,2025-06-04,Lunch,Dine-In,Double Cheeseburger,,1,5.66,1.13,0.36,4.89,Cash,2025-06-04,2025,6,June,4,Wednesday,11,2,23,2,0
120498,101,2025-07-25 09:19:23,2025-07-25,Breakfast,Drive-Thru,French Fries,Small Size,1,2.39,0.0,0.2,2.29,Card,2025-07-25,2025,7,July,25,Friday,9,4,30,3,0
120499,301,2025-06-25 12:44:06,2025-06-25,Lunch,Delivery,Cheeseburger,,2,4.03,0.0,0.56,8.62,Card,2025-06-25,2025,6,June,25,Wednesday,12,2,26,2,0
120500,102,2025-07-07 14:41:57,2025-07-07,Lunch,Dine-In,Chicken Nuggets (10pc),,3,5.3,0.0,1.15,17.05,Card,2025-07-07,2025,7,July,7,Monday,14,0,28,3,0
120501,301,2025-05-19 17:38:10,2025-05-19,Afternoon,Takeout,Ice Cream Cone,,2,1.86,0.0,0.35,5.07,Card,2025-05-19,2025,5,May,19,Monday,17,0,21,2,0
120502,301,2025-05-02 20:09:55,2025-05-02,Dinner,Drive-Thru,Double Cheeseburger,,1,5.16,0.0,0.34,5.5,Card,2025-05-02,2025,5,May,2,Friday,20,4,18,2,0
120503,403,2025-05-28 13:35:17,2025-05-28,Lunch,Delivery,Chicken Sandwich,Extra Sauce,1,5.6,0.0,0.56,6.41,MobilePay,2025-05-28,2025,5,May,28,Wednesday,13,2,22,2,0
120504,403,2025-05-17 19:09:24,2025-05-17,Dinner,Delivery,Onion Rings,No Sauce,2,2.96,0.0,0.5,6.42,Card,2025-05-17,2025,5,May,17,Saturday,19,5,20,2,1
120505,202,2025-06-04 23:19:40,2025-06-04,Late Night,Drive-Thru,Spicy Chicken Sandwich,,1,5.45,0.55,0.32,5.22,MobilePay,2025-06-04,2025,6,June,4,Wednesday,23,2,23,2,0
120506,101,2025-06-16 23:30:31,2025-06-16,Late Night,Drive-Thru,Bottled Water,Sugar-Free Syrup,1,1.39,0.0,0.1,1.79,GiftCard,2025-06-16,2025,6,June,16,Monday,23,0,25,2,0
120507,403,2025-08-04 17:28:10,2025-08-04,Afternoon,Delivery,Soft Drink (Medium),,1,1.67,0.0,0.16,1.83,MobilePay,2025-08-04,2025,8,August,4,Monday,17,0,32,3,0
120508,301,2025-07-09 18:18:19,2025-07-09,Dinner,Takeout,Cheeseburger,,1,4.51,0.0,0.43,4.94,Card,2025-07-09,2025,7,July,9,Wednesday,18,2,28,3,0
120509,301,2025-06-12 07:19:22,2025-06-12,Breakfast,Unknown,Coffee,No Ice,1,1.72,0.0,0.11,1.83,Card,2025-06-12,2025,6,June,12,Thursday,7,3,24,2,0
120510,202,2025-06-20 11:19:23,2025-06-20,Morning,Takeout,Side Salad,,1,2.9,0.0,,,Card,2025-06-20,2025,6,June,20,Friday,11,4,25,2,0
120511,202,2025-06-20 08:47:21,2025-06-20,Breakfast,Drive-Thru,Hash Browns,Sausage Patty,1,1.88,0.0,0.28,3.36,Card,2025-06-20,2025,6,June,20,Friday,8,4,25,2,0
120512,403,2025-05-07 21:08:07,2025-05-07,Dinner,Drive-Thru,Double Cheeseburger,,1,5.64,0.0,0.34,5.98,Cash,2025-05-07,2025,5,May,7,Wednesday,21,2,19,2,0
120513,202,2025-07-30 14:15:39,2025-07-30,Lunch,Dine-In,Chicken Sandwich,Gluten-Free Bun,3,5.06,0.0,1.55,19.73,Card,2025-07-30,2025,7,July,30,Wednesday,14,2,31,3,0
120514,103,2025-04-22 10:14:07,2025-04-22,Morning,Dine-In,Chicken Nuggets (6pc),,1,3.6,0.0,0.23,3.83,Card,2025-04-22,2025,4,April,22,Tuesday,10,1,17,2,0
120515,201,2025-06-09 11:32:27,2025-06-09,Lunch,Delivery,Chicken Sandwich,,1,5.67,0.0,,,Card,2025-06-09,2025,6,June,9,Monday,11,0,24,2,0
120516,202,2025-07-28 21:11:16,2025-07-28,Dinner,Drive-Thru,Spicy Chicken Sandwich,,1,5.83,0.0,0.41,6.24,Card,2025-07-28,2025,7,July,28,Monday,21,0,31,3,0
120517,301,2025-07-05 10:37:24,2025-07-05,Morning,Dine-In,Hash Browns,Extra Egg,1,1.69,0.0,0.2,2.89,Card,2025-07-05,2025,7,July,5,Saturday,10,5,27,3,1
120518,202,2025-05-04 19:34:46,2025-05-04,Dinner,Dine-In,Cheeseburger Combo,,2,8.54,0.0,1.62,18.7,Card,2025-05-04,2025,5,May,4,Sunday,19,6,18,2,1
120519,102,2025-06-03 11:10:38,2025-06-03,Lunch,Dine-In,Spicy Chicken Sandwich,No Pickles,1,5.93,0.0,0.5,6.43,GiftCard,2025-06-03,2025,6,June,3,Tuesday,11,1,23,2,0
120520,403,2025-05-02 14:25:38,2025-05-02,Lunch,Dine-In,Chicken Sandwich,,1,4.78,0.0,0.45,5.23,Card,2025-05-02,2025,5,May,2,Friday,14,4,18,2,0
120521,202,2025-07-19 12:02:34,2025-07-19,Lunch,Unknown,Double Cheeseburger,,2,5.97,0.0,0.72,12.66,Card,2025-07-19,2025,7,July,19,Saturday,12,5,29,3,1
120522,301,2025-06-23 16:05:45,2025-06-23,Afternoon,Drive-Thru,Chicken Nuggets (10pc),,1,4.77,0.0,0.29,5.06,Card,2025-06-23,2025,6,June,23,Monday,16,0,26,2,0
120523,403,2025-04-20 17:06:46,2025-04-20,Afternoon,Delivery,Milkshake,Cinnamon,1,4.18,0.0,0.34,4.62,Card,2025-04-20,2025,4,April,20,Sunday,17,6,16,2,1
120524,201,2025-06-15 20:09:57,2025-06-15,Dinner,Takeout,Cheeseburger Combo,,1,8.11,0.0,0.57,8.68,Card,2025-06-15,2025,6,June,15,Sunday,20,6,24,2,1
120525,501,2025-07-22 10:27:15,2025-07-22,Morning,Takeout,Bottled Water,Light Ice,1,1.29,0.0,0.08,1.37,Cash,2025-07-22,2025,7,July,22,Tuesday,10,1,30,3,0
120526,101,2025-05-03 05:17:09,2025-05-03,Breakfast,Drive-Thru,Coffee,,1,1.56,0.0,0.12,1.68,Card,2025-05-03,2025,5,May,3,Saturday,5,5,18,2,1
120527,103,2025-06-09 12:15:03,2025-06-09,Lunch,Takeout,Chicken Sandwich Combo,,1,9.01,0.0,0.59,9.6,Card,2025-06-09,2025,6,June,9,Monday,12,0,24,2,0
120528,401,2025-06-25 13:14:58,2025-06-25,Lunch,Drive-Thru,Onion Rings,,1,3.21,0.0,0.28,4.09,Card,2025-06-25,2025,6,June,25,Wednesday,13,2,26,2,0
120529,102,2025-05-24 19:11:27,2025-05-24,Dinner,Takeout,Spicy Chicken Combo,,1,8.84,0.0,0.66,9.5,Cash,2025-05-24,2025,5,May,24,Saturday,19,5,21,2,1
120530,102,2025-04-21 19:49:41,2025-04-21,Dinner,Dine-In,Cheeseburger Combo,,3,8.81,0.0,1.72,28.15,Card,2025-04-21,2025,4,April,21,Monday,19,0,17,2,0
120531,103,2025-06-25 20:31:27,2025-06-25,Dinner,Takeout,Chicken Sandwich Combo,No Onions,1,8.16,0.0,0.59,8.75,GiftCard,2025-06-25,2025,6,June,25,Wednesday,20,2,26,2,0
120532,201,2025-05-27 14:33:36,2025-05-27,Lunch,Drive-Thru,Chicken Sandwich,,1,5.37,0.0,0.32,5.69,Cash,2025-05-27,2025,5,May,27,Tuesday,14,1,22,2,0
120533,301,2025-04-21 19:18:29,2025-04-21,Dinner,Dine-In,Iced Tea,,1,1.73,0.0,0.12,1.85,MobilePay,2025-04-21,2025,4,April,21,Monday,19,0,17,2,0
120534,401,2025-05-12 11:42:37,2025-05-12,Lunch,Dine-In,Onion Rings,,1,2.96,0.15,0.17,2.98,MobilePay,2025-05-12,2025,5,May,12,Monday,11,0,20,2,0
120535,403,2025-07-02 16:26:46,2025-07-02,Afternoon,Takeout,Milkshake,,1,4.01,0.0,0.24,4.25,Cash,2025-07-02,2025,7,July,2,Wednesday,16,2,27,3,0
120536,402,2025-04-25 13:58:36,2025-04-25,Lunch,Takeout,Cheeseburger Combo,,3,8.06,0.0,1.69,25.87,Cash,2025-04-25,2025,4,April,25,Friday,13,4,17,2,0
120537,403,2025-07-31 17:29:30,2025-07-31,Afternoon,Takeout,Side Salad,,1,2.76,0.0,0.2,2.96,Cash,2025-07-31,2025,7,July,31,Thursday,17,3,31,3,0
120538,201,2025-06-01 11:04:13,2025-06-01,Lunch,Takeout,Spicy Chicken Sandwich,,1,6.03,0.0,0.52,6.25,Cash,2025-06-01,2025,6,June,1,Sunday,11,6,22,2,1
120539,202,2025-06-06 23:20:48,2025-06-06,Late Night,Delivery,Double Cheeseburger,,1,5.5,0.0,0.52,6.02,Card,2025-06-06,2025,6,June,6,Friday,23,4,23,2,0
120540,501,2025-08-05 20:10:09,2025-08-05,Dinner,Delivery,Chicken Sandwich Combo,Add Bacon,2,9.41,0.0,1.46,22.28,Card,2025-08-05,2025,8,August,5,Tuesday,20,1,32,3,0
120541,403,2025-06-27 21:50:08,2025-06-27,Dinner,Takeout,French Fries,Extra Sauce,1,2.32,0.0,0.17,2.74,Card,2025-06-27,2025,6,June,27,Friday,21,4,26,2,0
120542,202,2025-04-29 11:31:06,2025-04-29,Lunch,Takeout,Spicy Chicken Sandwich,,1,5.84,0.0,0.38,6.22,Card,2025-04-29,2025,4,April,29,Tuesday,11,1,18,2,0
120543,402,2025-07-23 15:36:31,2025-07-23,Afternoon,Dine-In,Onion Rings,Small Size,1,3.55,0.0,0.26,3.51,MobilePay,2025-07-23,2025,7,July,23,Wednesday,15,2,30,3,0
120544,101,2025-05-19 15:47:50,2025-05-19,Afternoon,Dine-In,Chicken Nuggets (6pc),,1,3.12,0.0,0.27,3.39,MobilePay,2025-05-19,2025,5,May,19,Monday,15,0,21,2,0
120545,402,2025-04-16 16:06:05,2025-04-16,Afternoon,Dine-In,Ice Cream Cone,Chocolate Topping,1,1.55,0.0,0.16,2.21,Card,2025-04-16,2025,4,April,16,Wednesday,16,2,16,2,0
